Sample in Buffer,Sample in Window,TRIGGER,u0/wb_dbus_adr[31:0],u0/wb_dbus_cyc,u0/wb_dbus_dat[31:0],u0/wb_dbus_we,u0/wb_dbus_rdt[31:0],u0/o_probuf_0[31:0],u0/o_probuf_1[31:0],u0/o_probuf_2[31:0],u0/o_exe_req,u0/o_autoexec[2:0],u0/o_autoexec_wr,u0/wb_dbus_ack
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
869,869,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
870,870,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
871,871,0,7ffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
872,872,0,3ffffffc,0,00000000,1,00040001,88002483,0004a483,00100073,0,0,0,0
873,873,0,1ffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
874,874,0,0ffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
875,875,0,07fffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
876,876,0,03fffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
877,877,0,81fffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
878,878,0,c0fffffc,0,00000000,1,000000ff,88002483,0004a483,00100073,0,0,0,0
879,879,0,607ffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
880,880,0,303ffffc,0,00000000,1,00040001,88002483,0004a483,00100073,0,0,0,0
881,881,0,181ffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
882,882,0,8c0ffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
883,883,0,c607fffc,0,00000000,1,000000ff,88002483,0004a483,00100073,0,0,0,0
884,884,0,e303fffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
885,885,0,f181fffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
886,886,0,f8c0fffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
887,887,0,fc607ffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
888,888,0,fe303ffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
889,889,0,ff181ffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
890,890,0,ff8c0ffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
891,891,0,ffc607fc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
892,892,0,ffe303fc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
893,893,0,fff181fc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
894,894,0,fff8c0fc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
895,895,0,fffc607c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
896,896,0,fffe303c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
897,897,0,ffff181c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
898,898,0,ffff8c0c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
899,899,0,ffffc604,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
900,900,0,ffffe300,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
901,901,0,fffff180,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
902,902,0,fffff8c0,1,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
903,903,0,fffff8c0,1,00000000,1,8c000023,88002483,0004a483,00100073,0,0,0,1
904,904,0,fffff8c0,0,8c000023,1,8c000023,88002483,0004a483,00100073,0,0,0,0
905,905,0,fffff8c0,0,46000011,1,00000000,88002483,0004a483,00100073,0,0,0,0
906,906,0,fffff8c0,0,23000008,1,00000000,88002483,0004a483,00100073,0,0,0,0
907,907,0,fffff8c0,0,11800004,1,00000000,88002483,0004a483,00100073,0,0,0,0
908,908,0,fffff8c0,0,08c00002,1,00000000,88002483,0004a483,00100073,0,0,0,0
909,909,0,fffff8c0,0,04600001,1,00000000,88002483,0004a483,00100073,0,0,0,0
910,910,0,fffff8c0,0,02300000,1,00000000,88002483,0004a483,00100073,0,0,0,0
911,911,0,fffff8c0,0,01180000,1,00000000,88002483,0004a483,00100073,0,0,0,0
912,912,0,fffff8c0,0,008c0000,1,00000000,88002483,0004a483,00100073,0,0,0,0
913,913,0,fffff8c0,0,00460000,1,00000000,88002483,0004a483,00100073,0,0,0,0
914,914,0,fffff8c0,0,00230000,1,00000000,88002483,0004a483,00100073,0,0,0,0
915,915,0,fffff8c0,0,00118000,1,00000000,88002483,0004a483,00100073,0,0,0,0
916,916,0,fffff8c0,0,0008c000,1,00000000,88002483,0004a483,00100073,0,0,0,0
917,917,0,fffff8c0,0,00046000,1,00000000,88002483,0004a483,00100073,0,0,0,0
918,918,0,fffff8c0,0,00023000,1,00000000,88002483,0004a483,00100073,0,0,0,0
919,919,0,fffff8c0,0,00011800,1,00000000,88002483,0004a483,00100073,0,0,0,0
920,920,0,fffff8c0,0,00008c00,1,00000000,88002483,0004a483,00100073,0,0,0,0
921,921,0,fffff8c0,0,00004600,1,00000000,88002483,0004a483,00100073,0,0,0,0
922,922,0,fffff8c0,0,00002300,1,00000000,88002483,0004a483,00100073,0,0,0,0
923,923,0,fffff8c0,0,00001180,1,00000000,88002483,0004a483,00100073,0,0,0,0
924,924,0,fffff8c0,0,000008c0,1,00000000,88002483,0004a483,00100073,0,0,0,0
925,925,0,fffff8c0,0,00000460,1,00000000,88002483,0004a483,00100073,0,0,0,0
926,926,0,fffff8c0,0,00000230,1,00000000,88002483,0004a483,00100073,0,0,0,0
927,927,0,fffff8c0,0,00000118,1,00000000,88002483,0004a483,00100073,0,0,0,0
928,928,0,fffff8c0,0,0000008c,1,00000000,88002483,0004a483,00100073,0,0,0,0
929,929,0,fffff8c0,0,00000046,1,00000000,88002483,0004a483,00100073,0,0,0,0
930,930,0,fffff8c0,0,00000023,1,00000000,88002483,0004a483,00100073,0,0,0,0
931,931,0,fffff8c0,0,00000011,1,00000000,88002483,0004a483,00100073,0,0,0,0
932,932,0,fffff8c0,0,00000008,1,00000000,88002483,0004a483,00100073,0,0,0,0
933,933,0,fffff8c0,0,00000004,1,00000000,88002483,0004a483,00100073,0,0,0,0
934,934,0,fffff8c0,0,00000002,1,00000000,88002483,0004a483,00100073,0,0,0,0
935,935,0,fffff8c0,0,00000001,1,00000000,88002483,0004a483,00100073,0,0,0,0
936,936,0,fffff8c0,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
937,937,0,fffff8c0,0,00000000,1,8c204403,88002483,0004a483,00100073,0,0,0,0
938,938,0,fffff8c0,0,00000000,0,8c204403,88002483,0004a483,00100073,0,0,0,0
939,939,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
940,940,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
941,941,0,7ffffc60,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
942,942,0,bffffe30,0,80000000,0,5b410698,88002483,0004a483,00100073,0,0,0,0
943,943,0,5fffff18,0,40000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
944,944,0,2fffff8c,0,20000000,0,00040001,88002483,0004a483,00100073,0,0,0,0
945,945,0,17ffffc4,0,10000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
946,946,0,0bffffe0,0,08000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
947,947,0,85fffff0,0,84000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
948,948,0,c2fffff8,0,c2000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
949,949,0,617ffffc,0,61000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
950,950,0,30bffffc,0,30800000,0,00040001,88002483,0004a483,00100073,0,0,0,0
951,951,0,185ffffc,0,18400000,0,00000000,88002483,0004a483,00100073,0,0,0,0
952,952,0,8c2ffffc,0,8c200000,0,00000000,88002483,0004a483,00100073,0,0,0,0
953,953,0,c617fffc,0,c6100000,0,000000ff,88002483,0004a483,00100073,0,0,0,0
954,954,0,e30bfffc,0,e3080000,0,00000000,88002483,0004a483,00100073,0,0,0,0
955,955,0,f185fffc,0,f1840000,0,00000000,88002483,0004a483,00100073,0,0,0,0
956,956,0,f8c2fffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
957,957,0,fc617ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
958,958,0,fe30bffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
959,959,0,ff185ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
960,960,0,ff8c2ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
961,961,0,ffc617fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
962,962,0,ffe30bfc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
963,963,0,fff185fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
964,964,0,fff8c2fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
965,965,0,fffc617c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
966,966,0,fffe30bc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
967,967,0,ffff185c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
968,968,0,ffff8c2c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
969,969,0,ffffc614,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
970,970,0,ffffe308,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
971,971,0,fffff184,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
972,972,0,fffff8c0,1,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
973,973,0,fffff8c0,1,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,1
974,974,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
975,975,0,fffff8c0,0,80000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
976,976,0,fffff8c0,0,c0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
977,977,0,fffff8c0,0,e0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
978,978,0,fffff8c0,0,f0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
979,979,0,fffff8c0,0,f8000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
980,980,0,fffff8c0,0,fc000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
981,981,0,fffff8c0,0,fe000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
982,982,0,fffff8c0,0,ff000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
983,983,0,fffff8c0,0,ff800000,0,00000000,88002483,0004a483,00100073,0,0,0,0
984,984,0,fffff8c0,0,ffc00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
985,985,0,fffff8c0,0,ffe00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
986,986,0,fffff8c0,0,fff00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
987,987,0,fffff8c0,0,fff80000,0,00000000,88002483,0004a483,00100073,0,0,0,0
988,988,0,fffff8c0,0,fffc0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
989,989,0,fffff8c0,0,fffe0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
990,990,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
991,991,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
992,992,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
993,993,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
994,994,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
995,995,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
996,996,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
997,997,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
998,998,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
999,999,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1000,1000,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1001,1001,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1002,1002,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1003,1003,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1004,1004,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1005,1005,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1006,1006,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1007,1007,0,fffff8c0,0,ffff0000,0,00041c63,88002483,0004a483,00100073,0,0,0,0
1008,1008,0,fffff8c0,0,ffff0000,1,00041c63,88002483,0004a483,00100073,0,0,0,0
1009,1009,0,fffff8c0,0,ffff0000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1010,1010,0,fffff8c0,0,ffff0000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1011,1011,0,7ffffc60,0,7fff8000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1012,1012,0,3ffffe30,0,3fffc000,1,00040001,88002483,0004a483,00100073,0,0,0,0
1013,1013,0,1fffff18,0,1fffe000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1014,1014,0,8fffff8c,0,0ffff000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1015,1015,0,c7ffffc4,0,07fff800,1,000000ff,88002483,0004a483,00100073,0,0,0,0
1016,1016,0,63ffffe0,0,03fffc00,1,00000000,88002483,0004a483,00100073,0,0,0,0
1017,1017,0,31fffff0,0,01fffe00,1,00040001,88002483,0004a483,00100073,0,0,0,0
1018,1018,0,18fffff8,0,00ffff00,1,00000000,88002483,0004a483,00100073,0,0,0,0
1019,1019,0,0c7ffffc,0,007fff80,1,00000000,88002483,0004a483,00100073,0,0,0,0
1020,1020,0,063ffffc,0,003fffc0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1021,1021,0,031ffffc,0,001fffe0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1022,1022,0,018ffffc,0,000ffff0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1023,1023,0,00c7fffc,0,0007fff8,1,00000000,88002483,0004a483,00100073,0,0,0,0
1024,1024,0,0063fffc,0,0003fffc,1,00000000,88002483,0004a483,00100073,0,0,0,0
1025,1025,0,0031fffc,0,0001fffe,1,00000000,88002483,0004a483,00100073,0,0,0,0
1026,1026,0,0018fffc,0,0000ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1027,1027,0,000c7ffc,0,00007fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1028,1028,0,00063ffc,0,00003fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1029,1029,0,00031ffc,0,00001fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1030,1030,0,00018ffc,0,00000fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1031,1031,0,0000c7fc,0,000007ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1032,1032,0,000063fc,0,000003ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1033,1033,0,000031fc,0,000001ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1034,1034,0,000018fc,0,000000ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1035,1035,0,00000c7c,0,0000007f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1036,1036,0,0000063c,0,0000003f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1037,1037,0,0000031c,0,0000001f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1038,1038,0,0000018c,0,0000000f,1,00000000,88002483,0004a483,00100073,0,0,0,0
1039,1039,0,000000c4,0,00000007,1,00000000,88002483,0004a483,00100073,0,0,0,0
1040,1040,0,00000060,0,00000003,1,00000000,88002483,0004a483,00100073,0,0,0,0
1041,1041,0,00000030,0,00000001,1,00000000,88002483,0004a483,00100073,0,0,0,0
1042,1042,0,00000018,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1043,1043,0,00000018,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1044,1044,0,0000000c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1045,1045,0,00000004,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1046,1046,0,00000000,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
1047,1047,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1048,1048,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1049,1049,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1050,1050,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1051,1051,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1052,1052,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1053,1053,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1054,1054,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1055,1055,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1056,1056,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1057,1057,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1058,1058,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1059,1059,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1060,1060,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1061,1061,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1062,1062,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1063,1063,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1064,1064,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1065,1065,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1066,1066,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1067,1067,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1068,1068,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1069,1069,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1070,1070,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1071,1071,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1072,1072,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1073,1073,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1074,1074,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1075,1075,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
1076,1076,0,00000000,0,00000000,1,8c104403,88002483,0004a483,00100073,0,0,0,0
1077,1077,0,00000000,0,00000000,0,8c104403,88002483,0004a483,00100073,0,0,0,0
1078,1078,0,00000000,0,00000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1079,1079,0,00000000,0,00000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1080,1080,0,80000000,0,80000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1081,1081,0,40000000,0,40000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1082,1082,0,20000000,0,20000000,0,00040001,88002483,0004a483,00100073,0,0,0,0
1083,1083,0,10000000,0,10000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1084,1084,0,08000000,0,08000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1085,1085,0,04000000,0,04000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1086,1086,0,82000000,0,82000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1087,1087,0,c1000000,0,c1000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1088,1088,0,60800000,0,60800000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1089,1089,0,30400000,0,30400000,0,00040001,88002483,0004a483,00100073,0,0,0,0
1090,1090,0,18200000,0,18200000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1091,1091,0,8c100000,0,8c100000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1092,1092,0,c6080000,0,c6080000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1093,1093,0,e3040000,0,e3040000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1094,1094,0,f1820000,0,f1820000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1095,1095,0,f8c10000,0,f8c10000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1096,1096,0,fc608000,0,fc608000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1097,1097,0,fe304000,0,fe304000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1098,1098,0,ff182000,0,ff182000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1099,1099,0,ff8c1000,0,ff8c1000,0,00000063,88002483,0004a483,00100073,0,0,0,0
1100,1100,0,ffc60800,0,ffc60800,0,00000000,88002483,0004a483,00100073,0,0,0,0
1101,1101,0,ffe30400,0,ffe30400,0,00000000,88002483,0004a483,00100073,0,0,0,0
1102,1102,0,fff18200,0,fff18200,0,00000000,88002483,0004a483,00100073,0,0,0,0
1103,1103,0,fff8c100,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1104,1104,0,fffc6080,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1105,1105,0,fffe3040,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1106,1106,0,ffff1820,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1107,1107,0,ffff8c10,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1108,1108,0,ffffc608,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1109,1109,0,ffffe304,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1110,1110,0,fffff180,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1111,1111,0,fffff8c0,1,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
1112,1112,0,fffff8c0,1,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,1
1113,1113,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1114,1114,0,fffff8c0,0,80000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1115,1115,0,fffff8c0,0,c0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1116,1116,0,fffff8c0,0,e0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1117,1117,0,fffff8c0,0,f0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1118,1118,0,fffff8c0,0,f8000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1119,1119,0,fffff8c0,0,fc000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1120,1120,0,fffff8c0,0,fe000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1121,1121,0,fffff8c0,0,ff000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1122,1122,0,fffff8c0,0,ff800000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1123,1123,0,fffff8c0,0,ffc00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1124,1124,0,fffff8c0,0,ffe00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1125,1125,0,fffff8c0,0,fff00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1126,1126,0,fffff8c0,0,fff80000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1127,1127,0,fffff8c0,0,fffc0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1128,1128,0,fffff8c0,0,fffe0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1129,1129,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1130,1130,0,fffff8c0,0,ffff8000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1131,1131,0,fffff8c0,0,ffffc000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1132,1132,0,fffff8c0,0,ffffe000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1133,1133,0,fffff8c0,0,fffff000,0,00000000,88002483,0004a483,00100073,0,0,0,0
1134,1134,0,fffff8c0,0,fffff800,0,00000000,88002483,0004a483,00100073,0,0,0,0
1135,1135,0,fffff8c0,0,fffffc00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1136,1136,0,fffff8c0,0,fffffe00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1137,1137,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1138,1138,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1139,1139,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1140,1140,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1141,1141,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1142,1142,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1143,1143,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1144,1144,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1145,1145,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
1146,1146,0,fffff8c0,0,ffffff00,0,fe0408e3,88002483,0004a483,00100073,0,0,0,0
1147,1147,0,fffff8c0,0,ffffff00,1,fe0408e3,88002483,0004a483,00100073,0,0,0,0
1148,1148,0,fffff8c0,0,ffffff00,1,00000000,88002483,0004a483,00100073,0,0,0,0
1149,1149,0,fffff8c0,0,ffffff00,1,00000000,88002483,0004a483,00100073,0,0,0,0
1150,1150,0,7ffffc60,0,7fffff80,1,00000000,88002483,0004a483,00100073,0,0,0,0
1151,1151,0,3ffffe30,0,3fffffc0,1,00040001,88002483,0004a483,00100073,0,0,0,0
1152,1152,0,1fffff18,0,1fffffe0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1153,1153,0,0fffff8c,0,0ffffff0,1,00000000,88002483,0004a483,00100073,0,0,0,0
1154,1154,0,87ffffc4,0,07fffff8,1,00000000,88002483,0004a483,00100073,0,0,0,0
1155,1155,0,c3ffffe0,0,03fffffc,1,00000000,88002483,0004a483,00100073,0,0,0,0
1156,1156,0,e1fffff0,0,01fffffe,1,00000000,88002483,0004a483,00100073,0,0,0,0
1157,1157,0,f0fffff8,0,00ffffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
1158,1158,0,f87ffffc,0,007fffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
